loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status,timestamp
10100,60 months,16.3,231.36,C,< 1 year,MORTGAGE,42000.0,Not Verified,debt_consolidation,14.98,0,711,76.9,Fully Paid,2026-04-15 04:00:00
16900,60 months,9.29,336.96,A,1 year,RENT,114308.0,Verified,small_business,9.16,0,738,87.27,Fully Paid,2026-04-04 18:00:00
22100,36 months,10.84,675.73,A,2 years,MORTGAGE,56388.0,Verified,medical,32.51,0,771,34.1,Fully Paid,2026-05-06 03:00:00
13700,36 months,14.65,446.25,B,8 years,RENT,60500.0,Verified,medical,22.14,1,728,50.53,Fully Paid,2026-04-27 23:00:00
10100,60 months,9.88,199.42,A,4 years,RENT,60112.0,Verified,debt_consolidation,13.05,0,736,85.5,Charged Off,2026-04-18 03:00:00
12500,36 months,17.03,421.36,D,4 years,MORTGAGE,43417.0,Not Verified,home_improvement,27.68,0,699,79.73,Charged Off,2026-04-29 23:00:00
19900,36 months,14.72,644.17,D,10+ years,RENT,78731.0,Not Verified,debt_consolidation,18.13,0,708,51.4,Fully Paid,2026-05-04 16:00:00
19300,36 months,10.81,603.1,A,10+ years,RENT,163538.0,Verified,credit_card,23.22,1,778,76.6,Fully Paid,2026-04-17 19:00:00
15200,36 months,18.84,544.5,E,10+ years,RENT,110625.0,Source Verified,credit_card,20.97,0,678,64.7,Fully Paid,2026-03-24 11:00:00
7400,36 months,11.07,227.04,B,10+ years,MORTGAGE,40869.0,Verified,debt_consolidation,18.52,0,748,57.1,Fully Paid,2026-05-10 01:00:00
25100,36 months,11.48,780.54,A,1 year,RENT,54667.0,Verified,credit_card,12.2,0,745,58.13,Fully Paid,2026-05-02 19:00:00
22400,36 months,16.29,731.12,C,10+ years,RENT,123873.0,Not Verified,debt_consolidation,20.48,0,701,53.63,Fully Paid,2026-05-20 14:00:00
14200,60 months,21.09,380.89,D,8 years,RENT,63254.0,Source Verified,home_improvement,12.77,1,686,,Fully Paid,2026-03-12 21:00:00
11500,36 months,14.16,380.1,D,2 years,MORTGAGE,47927.0,Verified,home_improvement,22.85,0,707,73.13,Fully Paid,2026-04-09 23:00:00
14500,36 months,13.96,457.46,B,,RENT,58198.0,Not Verified,debt_consolidation,11.35,2,751,48.23,Fully Paid,2026-05-22 13:00:00
9600,60 months,11.55,197.19,A,10+ years,MORTGAGE,145950.0,Verified,credit_card,25.63,1,752,62.4,Fully Paid,2026-04-13 11:00:00
15100,36 months,16.46,494.07,B,10+ years,RENT,53573.0,Verified,debt_consolidation,21.64,1,725,54.93,Fully Paid,2026-05-20 06:00:00
14700,60 months,12.6,331.47,C,10+ years,RENT,93000.0,Source Verified,major_purchase,21.96,1,696,47.0,Fully Paid,2026-03-03 04:00:00
17100,36 months,10.11,552.65,B,4 years,RENT,123600.0,Not Verified,debt_consolidation,40.65,2,705,30.6,Fully Paid,2026-03-06 21:00:00
13200,36 months,18.9,453.71,C,5 years,RENT,35019.0,Source Verified,credit_card,20.43,0,688,36.7,Fully Paid,2026-05-04 11:00:00
21300,36 months,14.18,709.3,B,4 years,RENT,26950.0,Verified,major_purchase,14.68,0,703,31.17,Fully Paid,2026-04-02 14:00:00
28200,36 months,13.11,911.39,B,9 years,RENT,59412.0,Source Verified,home_improvement,10.83,0,716,62.8,Fully Paid,2026-04-18 02:00:00
6500,36 months,23.63,245.32,E,10+ years,RENT,40133.0,Verified,credit_card,6.02,0,667,88.73,Fully Paid,2026-04-12 15:00:00
12200,60 months,9.67,245.45,A,10+ years,RENT,103583.0,Verified,debt_consolidation,11.33,0,749,65.87,Fully Paid,2026-04-01 00:00:00
12000,36 months,14.04,379.03,B,10+ years,MORTGAGE,72381.0,Verified,debt_consolidation,21.09,0,704,50.83,Fully Paid,2026-05-18 01:00:00
11400,36 months,10.16,366.03,B,10+ years,RENT,18310.0,Verified,debt_consolidation,15.86,0,727,37.27,Fully Paid,2026-03-14 01:00:00
17600,60 months,17.36,399.19,C,10+ years,MORTGAGE,69306.0,Source Verified,debt_consolidation,7.76,0,705,66.5,Fully Paid,2026-05-04 00:00:00
7400,36 months,15.06,238.99,C,10+ years,MORTGAGE,55971.0,Not Verified,credit_card,4.75,2,713,87.77,Fully Paid,2026-05-11 11:00:00
4100,36 months,21.38,147.98,E,5 years,MORTGAGE,38950.0,Verified,debt_consolidation,9.08,0,671,76.07,Fully Paid,2026-04-26 22:00:00
14000,36 months,11.74,450.03,B,,RENT,26217.0,Source Verified,major_purchase,4.71,0,718,57.77,Charged Off,2026-04-05 00:00:00
10900,36 months,7.24,335.27,A,6 years,OWN,43083.0,Verified,debt_consolidation,26.1,0,739,6.77,Fully Paid,2026-03-13 22:00:00
14300,60 months,22.24,365.0,D,10+ years,MORTGAGE,132417.0,Not Verified,major_purchase,7.49,0,692,64.03,Charged Off,2026-05-02 20:00:00
20000,60 months,21.14,514.86,D,10+ years,OWN,71846.0,Verified,debt_consolidation,6.74,0,678,46.03,Fully Paid,2026-04-06 12:00:00
15600,36 months,10.01,499.79,B,2 years,MORTGAGE,106729.0,Verified,debt_consolidation,17.94,0,718,59.47,Charged Off,2026-03-09 14:00:00
16000,60 months,9.44,320.15,A,4 years,MORTGAGE,77092.0,Source Verified,credit_card,20.45,0,754,98.17,Charged Off,2026-04-01 02:00:00
14500,36 months,15.97,471.08,B,2 years,MORTGAGE,23433.0,Verified,debt_consolidation,16.29,0,698,32.23,Fully Paid,2026-05-18 03:00:00
11200,36 months,14.74,378.67,B,10+ years,MORTGAGE,63938.0,Not Verified,credit_card,13.13,0,728,66.9,Fully Paid,2026-03-29 05:00:00
12700,36 months,12.94,421.46,B,2 years,OWN,50504.0,Source Verified,debt_consolidation,24.02,1,725,81.43,Fully Paid,2026-03-16 09:00:00
6100,36 months,10.85,187.93,A,10+ years,MORTGAGE,69167.0,Verified,credit_card,33.72,0,741,55.73,Fully Paid,2026-04-30 19:00:00
7400,36 months,13.37,247.1,C,,OWN,152471.0,Not Verified,debt_consolidation,19.63,0,697,49.73,Fully Paid,2026-03-21 23:00:00
20400,36 months,16.28,665.75,C,< 1 year,MORTGAGE,44940.0,Verified,debt_consolidation,10.51,0,710,107.13,Fully Paid,2026-05-23 03:00:00
16900,36 months,18.52,573.67,D,5 years,RENT,133712.0,Not Verified,debt_consolidation,18.39,0,704,36.07,Fully Paid,2026-05-12 15:00:00
11600,60 months,20.05,273.23,D,1 year,RENT,79781.0,Not Verified,debt_consolidation,20.55,0,721,63.93,Fully Paid,2026-05-21 07:00:00
10300,36 months,20.25,358.32,D,3 years,RENT,71725.0,Not Verified,credit_card,30.17,1,675,69.87,Charged Off,2026-05-14 20:00:00
13700,60 months,17.99,340.41,E,2 years,RENT,48204.0,Verified,debt_consolidation,20.36,1,678,93.73,Charged Off,2026-03-21 09:00:00
6000,36 months,10.59,192.45,B,2 years,RENT,69671.0,Verified,debt_consolidation,9.08,2,711,47.13,Fully Paid,2026-03-18 23:00:00
14200,36 months,14.93,477.98,C,7 years,OWN,117700.0,Verified,credit_card,21.61,0,697,67.47,Fully Paid,2026-03-31 23:00:00
18500,36 months,21.24,675.71,E,10+ years,MORTGAGE,34310.0,Not Verified,debt_consolidation,5.09,1,674,24.43,Fully Paid,2026-04-11 13:00:00
6900,36 months,17.22,229.9,B,10+ years,MORTGAGE,55417.0,Source Verified,credit_card,23.42,1,703,30.17,Fully Paid,2026-05-17 04:00:00
10000,36 months,15.95,331.9,C,3 years,RENT,59083.0,Verified,debt_consolidation,15.95,0,702,64.03,Fully Paid,2026-04-30 10:00:00
18400,36 months,14.37,601.26,B,9 years,RENT,42452.0,Verified,debt_consolidation,18.41,0,718,94.47,Fully Paid,2026-04-20 04:00:00
11800,36 months,16.0,386.32,C,10+ years,RENT,81621.0,Verified,credit_card,20.03,1,710,93.77,Fully Paid,2026-05-14 12:00:00
7700,36 months,18.91,268.47,D,< 1 year,RENT,68846.0,Source Verified,other,26.43,0,707,42.07,Fully Paid,2026-04-26 05:00:00
7900,36 months,20.71,288.43,D,10+ years,RENT,43450.0,Source Verified,medical,6.07,0,691,34.37,Fully Paid,2026-04-05 22:00:00
18100,36 months,12.21,585.82,B,10+ years,MORTGAGE,265008.0,Not Verified,debt_consolidation,18.53,1,718,61.47,Fully Paid,2026-04-01 19:00:00
10200,36 months,13.49,331.48,C,10+ years,MORTGAGE,61075.0,Not Verified,debt_consolidation,11.08,0,719,57.9,Fully Paid,2026-04-14 01:00:00
20300,36 months,16.14,710.09,C,10+ years,RENT,74417.0,Source Verified,credit_card,45.25,1,713,85.67,Charged Off,2026-03-13 00:00:00
17300,60 months,19.92,419.97,D,10+ years,RENT,92750.0,Verified,credit_card,31.87,0,671,66.73,Charged Off,2026-05-02 19:00:00
5800,60 months,18.08,136.71,D,10+ years,RENT,104294.0,Source Verified,credit_card,19.77,1,691,60.27,Fully Paid,2026-04-26 14:00:00
7000,36 months,17.46,237.41,C,2 years,MORTGAGE,50500.0,Verified,debt_consolidation,8.73,1,715,28.23,Fully Paid,2026-04-27 08:00:00
2500,36 months,14.01,81.86,C,2 years,RENT,20825.0,Source Verified,credit_card,13.63,0,706,58.4,Fully Paid,2026-04-15 00:00:00
8400,36 months,14.7,271.83,C,5 years,RENT,38512.0,Verified,debt_consolidation,15.39,2,711,28.1,Fully Paid,2026-05-07 08:00:00
6200,60 months,26.44,167.52,E,10+ years,MORTGAGE,90419.0,Not Verified,debt_consolidation,18.1,0,669,59.93,Charged Off,2026-05-18 16:00:00
15300,36 months,19.2,539.41,D,9 years,RENT,77525.0,Not Verified,debt_consolidation,12.3,0,693,38.7,Fully Paid,2026-04-19 04:00:00
12700,36 months,16.79,435.85,C,10+ years,MORTGAGE,67277.0,Verified,debt_consolidation,9.06,1,709,19.83,Fully Paid,2026-04-06 18:00:00
9200,36 months,13.13,308.35,C,10+ years,MORTGAGE,33977.0,Source Verified,home_improvement,5.12,2,698,63.97,Fully Paid,2026-03-13 15:00:00
9200,36 months,11.3,283.23,B,10+ years,MORTGAGE,117000.0,Not Verified,major_purchase,31.73,1,751,83.2,Fully Paid,2026-05-10 10:00:00
8700,36 months,18.89,296.88,C,2 years,RENT,39267.0,Not Verified,credit_card,15.15,1,682,64.27,Fully Paid,2026-05-15 19:00:00
4300,60 months,15.32,94.18,B,10+ years,RENT,66000.0,Verified,debt_consolidation,8.21,0,699,51.33,Charged Off,2026-05-02 08:00:00
14400,36 months,12.26,446.34,B,1 year,OWN,45917.0,Verified,debt_consolidation,16.93,0,743,36.07,Fully Paid,2026-05-12 20:00:00
5200,36 months,15.54,169.11,B,6 years,MORTGAGE,47975.0,Source Verified,major_purchase,20.06,0,724,77.57,Fully Paid,2026-05-16 19:00:00
24700,36 months,34.5,1048.55,G,5 years,RENT,39731.0,Verified,debt_consolidation,20.83,0,648,99.9,Charged Off,2026-05-06 22:00:00
14400,36 months,15.68,482.98,C,4 years,OWN,40512.0,Verified,debt_consolidation,9.66,0,703,62.4,Fully Paid,2026-04-13 10:00:00
29800,36 months,10.45,960.86,B,,RENT,68835.0,Not Verified,credit_card,13.29,0,685,24.67,Fully Paid,2026-03-11 13:00:00
11400,36 months,6.65,350.18,A,6 years,MORTGAGE,89500.0,Not Verified,debt_consolidation,28.93,0,748,26.5,Fully Paid,2026-03-04 10:00:00
18300,60 months,18.85,463.21,D,10+ years,MORTGAGE,102542.0,Source Verified,medical,19.93,0,694,43.53,Charged Off,2026-03-19 15:00:00
7600,36 months,13.3,248.1,B,10+ years,MORTGAGE,79640.0,Not Verified,debt_consolidation,8.38,1,703,23.63,Fully Paid,2026-04-07 20:00:00
23800,60 months,14.26,508.73,C,10+ years,RENT,28667.0,Not Verified,home_improvement,19.9,0,712,69.73,Fully Paid,2026-04-30 05:00:00
22200,60 months,13.91,487.23,C,2 years,MORTGAGE,61633.0,Verified,small_business,18.57,1,687,77.93,Fully Paid,2026-04-08 23:00:00
20200,36 months,11.06,661.9,C,6 years,MORTGAGE,82200.0,Source Verified,other,15.41,0,701,47.3,Fully Paid,2026-03-04 06:00:00
33200,36 months,13.79,1115.28,D,10+ years,MORTGAGE,33062.0,Source Verified,small_business,26.65,0,694,64.23,Fully Paid,2026-03-20 20:00:00
31100,36 months,16.55,1018.91,C,5 years,MORTGAGE,22740.0,Not Verified,credit_card,36.05,0,730,41.53,Fully Paid,2026-05-20 03:00:00
9900,36 months,11.34,300.46,B,< 1 year,OWN,54190.0,Not Verified,debt_consolidation,9.05,0,739,73.63,Charged Off,2026-05-23 08:00:00
10200,60 months,22.59,273.6,E,10+ years,OWN,24658.0,Not Verified,debt_consolidation,20.79,1,662,54.37,Charged Off,2026-03-31 18:00:00
7500,60 months,19.64,178.98,C,5 years,MORTGAGE,28438.0,Verified,credit_card,14.94,0,690,62.4,Fully Paid,2026-05-10 01:00:00
13200,36 months,19.03,457.78,E,10+ years,RENT,31667.0,Not Verified,debt_consolidation,18.94,0,685,73.93,Charged Off,2026-04-29 13:00:00
13200,36 months,19.54,451.4,D,7 years,RENT,27365.0,Verified,debt_consolidation,14.18,0,699,80.93,Charged Off,2026-05-18 06:00:00
13300,36 months,19.65,458.77,C,10+ years,MORTGAGE,46392.0,Not Verified,debt_consolidation,32.21,0,689,55.87,Fully Paid,2026-05-12 01:00:00
7100,36 months,18.26,245.29,C,10+ years,RENT,43477.0,Source Verified,debt_consolidation,23.29,2,694,91.97,Fully Paid,2026-04-25 15:00:00
11100,36 months,20.91,406.38,E,4 years,MORTGAGE,43542.0,Not Verified,debt_consolidation,22.03,0,651,59.67,Fully Paid,2026-04-05 02:00:00
5400,36 months,17.78,185.29,C,9 years,RENT,62269.0,Not Verified,debt_consolidation,3.58,0,689,43.47,Fully Paid,2026-04-21 11:00:00
14000,36 months,14.35,470.7,C,10+ years,MORTGAGE,72469.0,Not Verified,debt_consolidation,34.26,0,730,61.4,Fully Paid,2026-03-27 05:00:00
11000,60 months,13.46,241.7,B,< 1 year,MORTGAGE,58850.0,Verified,credit_card,31.87,0,727,71.27,Charged Off,2026-04-03 00:00:00
10100,36 months,17.04,342.94,C,< 1 year,MORTGAGE,49627.0,Source Verified,credit_card,13.86,0,689,64.77,Fully Paid,2026-04-20 22:00:00
7900,36 months,10.52,245.81,B,7 years,OWN,111912.0,Not Verified,debt_consolidation,39.53,0,762,63.4,Fully Paid,2026-04-16 03:00:00
8000,36 months,14.38,263.35,B,< 1 year,MORTGAGE,51888.0,Source Verified,debt_consolidation,25.02,0,717,28.0,Fully Paid,2026-04-17 20:00:00
5300,36 months,17.93,186.15,C,6 years,RENT,93225.0,Source Verified,home_improvement,12.91,0,724,63.17,Fully Paid,2026-04-05 18:00:00
9100,36 months,11.67,292.22,B,10+ years,MORTGAGE,23742.0,Not Verified,debt_consolidation,22.14,0,750,34.47,Fully Paid,2026-04-04 22:00:00
7500,36 months,6.46,229.73,A,9 years,MORTGAGE,157300.0,Source Verified,debt_consolidation,11.71,0,735,29.2,Fully Paid,2026-03-02 16:00:00
14500,36 months,13.95,470.94,B,< 1 year,OWN,67565.0,Source Verified,debt_consolidation,7.25,0,719,75.07,Fully Paid,2026-04-21 15:00:00
11700,60 months,16.66,270.18,C,7 years,RENT,33775.0,Verified,debt_consolidation,21.36,1,718,72.3,Fully Paid,2026-04-16 01:00:00
37000,36 months,17.01,1220.29,C,2 years,MORTGAGE,112233.0,Verified,debt_consolidation,22.48,0,706,93.83,Fully Paid,2026-05-19 01:00:00
23400,36 months,19.31,826.26,C,1 year,RENT,105788.0,Source Verified,debt_consolidation,15.72,0,694,73.0,Fully Paid,2026-04-16 23:00:00
8400,36 months,18.77,296.44,D,5 years,MORTGAGE,48823.0,Verified,debt_consolidation,37.47,1,659,63.93,Charged Off,2026-04-06 01:00:00
8500,60 months,12.94,193.14,C,2 years,MORTGAGE,47900.0,Not Verified,small_business,14.59,0,693,22.7,Fully Paid,2026-03-02 19:00:00
25100,36 months,12.55,828.29,B,10+ years,RENT,61046.0,Source Verified,car,9.2,0,686,51.93,Charged Off,2026-03-16 07:00:00
16800,60 months,15.04,382.6,C,,OWN,46200.0,Source Verified,home_improvement,11.73,1,681,54.57,Fully Paid,2026-04-01 01:00:00
23700,36 months,14.39,791.6,C,10+ years,RENT,24383.0,Verified,home_improvement,16.86,0,703,21.57,Fully Paid,2026-04-04 08:00:00
30100,60 months,16.96,715.45,E,10+ years,RENT,53533.0,Source Verified,debt_consolidation,21.73,0,703,86.37,Fully Paid,2026-03-31 05:00:00
5200,36 months,8.86,160.23,A,10+ years,MORTGAGE,25117.0,Verified,small_business,12.04,0,735,52.47,Fully Paid,2026-04-05 21:00:00
9100,36 months,17.04,304.6,D,10+ years,RENT,20881.0,Not Verified,debt_consolidation,9.55,1,695,46.1,Fully Paid,2026-05-05 21:00:00
21500,60 months,16.22,519.64,D,5 years,MORTGAGE,81271.0,Verified,debt_consolidation,7.65,0,680,65.27,Charged Off,2026-03-09 07:00:00
8400,60 months,13.93,188.68,C,1 year,MORTGAGE,42750.0,Not Verified,debt_consolidation,13.23,2,669,94.5,Fully Paid,2026-03-25 08:00:00
23200,36 months,11.74,762.18,C,10+ years,MORTGAGE,39656.0,Not Verified,debt_consolidation,6.78,0,703,40.67,Fully Paid,2026-03-14 05:00:00
3700,36 months,11.56,119.49,B,3 years,MORTGAGE,25406.0,Verified,major_purchase,35.72,0,719,82.0,Fully Paid,2026-03-23 17:00:00
12300,36 months,14.32,398.74,B,10+ years,RENT,48083.0,Source Verified,debt_consolidation,9.02,0,675,36.73,Fully Paid,2026-04-27 12:00:00
9600,36 months,12.51,321.2,B,2 years,MORTGAGE,19600.0,Not Verified,major_purchase,15.61,1,708,66.2,Fully Paid,2026-03-07 22:00:00
13600,36 months,11.54,435.9,B,8 years,MORTGAGE,85433.0,Verified,major_purchase,20.04,0,710,40.37,Fully Paid,2026-04-03 03:00:00
26400,60 months,7.59,530.13,A,10+ years,MORTGAGE,28900.0,Not Verified,credit_card,23.33,0,752,31.2,Charged Off,2026-03-04 09:00:00
40000,36 months,17.3,1324.75,B,6 years,MORTGAGE,45788.0,Source Verified,debt_consolidation,13.35,1,706,108.73,Fully Paid,2026-05-23 07:00:00
13700,36 months,14.36,444.38,B,10+ years,RENT,27250.0,Verified,debt_consolidation,15.61,0,726,66.83,Fully Paid,2026-05-02 21:00:00
3800,36 months,25.55,150.18,E,8 years,MORTGAGE,117779.0,Not Verified,debt_consolidation,13.75,0,670,28.63,Fully Paid,2026-03-18 12:00:00
4200,36 months,15.59,144.75,C,10+ years,MORTGAGE,43604.0,Source Verified,credit_card,50.0,0,705,59.43,Charged Off,2026-03-19 22:00:00
4500,60 months,10.11,94.75,B,10+ years,MORTGAGE,54638.0,Not Verified,major_purchase,24.94,1,711,52.87,Charged Off,2026-03-09 01:00:00
8000,36 months,26.58,314.2,F,6 years,MORTGAGE,61006.0,Source Verified,debt_consolidation,13.5,0,686,40.43,Charged Off,2026-04-08 03:00:00
13600,36 months,18.01,461.59,C,4 years,RENT,37781.0,Verified,home_improvement,27.83,0,685,88.9,Charged Off,2026-05-08 03:00:00
20800,36 months,19.12,727.37,D,9 years,MORTGAGE,42538.0,Source Verified,debt_consolidation,36.83,0,671,88.47,Charged Off,2026-04-21 09:00:00
9600,36 months,23.97,351.75,E,< 1 year,RENT,77188.0,Verified,debt_consolidation,14.57,0,671,55.97,Fully Paid,2026-05-17 22:00:00
6700,36 months,12.55,217.92,B,10+ years,MORTGAGE,33458.0,Source Verified,debt_consolidation,11.59,0,724,26.07,Fully Paid,2026-04-05 19:00:00
15500,36 months,12.53,507.67,B,7 years,MORTGAGE,126750.0,Not Verified,debt_consolidation,32.85,0,693,64.2,Fully Paid,2026-03-24 19:00:00
10700,36 months,15.08,358.36,C,7 years,RENT,121744.0,Source Verified,debt_consolidation,14.17,0,688,32.83,Fully Paid,2026-04-08 18:00:00
15600,36 months,12.11,511.54,B,10+ years,MORTGAGE,27792.0,Not Verified,home_improvement,32.02,0,717,58.13,Fully Paid,2026-03-17 07:00:00
10100,36 months,13.31,315.61,B,2 years,RENT,31219.0,Verified,debt_consolidation,7.27,0,728,57.53,Fully Paid,2026-05-21 12:00:00
3900,36 months,11.2,126.21,B,< 1 year,RENT,31338.0,Not Verified,credit_card,28.74,1,710,60.43,Fully Paid,2026-03-16 20:00:00
9300,36 months,22.22,344.3,E,2 years,RENT,69248.0,Source Verified,credit_card,19.32,0,673,81.93,Charged Off,2026-04-08 17:00:00
26700,36 months,14.36,878.68,C,2 years,MORTGAGE,58275.0,Verified,home_improvement,13.85,0,683,59.7,Fully Paid,2026-04-16 21:00:00
5600,36 months,11.45,184.53,C,10+ years,MORTGAGE,102100.0,Not Verified,home_improvement,18.97,0,703,76.8,Fully Paid,2026-03-06 06:00:00
10600,36 months,19.17,376.18,D,10+ years,RENT,17379.0,Not Verified,home_improvement,26.66,0,681,50.63,Fully Paid,2026-04-10 04:00:00
12500,36 months,18.56,439.83,E,10+ years,MORTGAGE,36819.0,Source Verified,debt_consolidation,19.57,1,689,,Fully Paid,2026-04-07 13:00:00
14200,60 months,15.0,326.74,C,8 years,MORTGAGE,35625.0,Not Verified,car,22.27,0,698,16.5,Fully Paid,2026-03-28 13:00:00
17800,36 months,12.89,594.54,B,< 1 year,MORTGAGE,47196.0,Verified,major_purchase,12.12,0,704,62.57,Fully Paid,2026-03-13 20:00:00
8600,60 months,8.07,174.67,A,3 years,OWN,77900.0,Verified,car,23.98,1,741,54.0,Fully Paid,2026-03-07 06:00:00
3200,36 months,11.35,105.3,C,7 years,RENT,59500.0,Source Verified,home_improvement,10.81,1,682,47.7,Fully Paid,2026-03-05 06:00:00
12700,36 months,14.95,424.56,C,5 years,MORTGAGE,142975.0,Not Verified,debt_consolidation,24.69,0,708,29.13,Fully Paid,2026-04-12 05:00:00
18400,36 months,7.85,571.09,A,10+ years,OWN,24675.0,Source Verified,credit_card,23.36,0,739,61.67,Fully Paid,2026-03-11 17:00:00
15600,36 months,16.26,508.95,B,6 years,RENT,43629.0,Not Verified,debt_consolidation,15.61,0,714,90.83,Fully Paid,2026-05-23 15:00:00
30100,36 months,18.7,1083.66,D,7 years,OWN,50217.0,Source Verified,debt_consolidation,20.94,1,666,49.83,Fully Paid,2026-03-17 10:00:00
10500,36 months,20.51,374.41,D,5 years,OWN,47662.0,Verified,debt_consolidation,8.47,1,697,64.47,Fully Paid,2026-04-21 17:00:00
17600,36 months,15.36,579.21,B,4 years,RENT,29583.0,Verified,major_purchase,24.4,0,704,63.53,Fully Paid,2026-04-30 16:00:00
40000,36 months,17.01,1377.03,C,7 years,RENT,59662.0,Source Verified,debt_consolidation,23.0,0,702,89.93,Fully Paid,2026-04-09 21:00:00
36000,60 months,18.61,830.4,C,10+ years,MORTGAGE,56921.0,Verified,credit_card,6.48,0,697,54.57,Fully Paid,2026-05-16 05:00:00
8800,36 months,16.41,308.99,E,10+ years,RENT,50035.0,Source Verified,credit_card,9.51,0,683,75.17,Fully Paid,2026-03-11 01:00:00
12700,36 months,12.43,418.37,B,10+ years,RENT,60854.0,Source Verified,credit_card,19.68,0,721,67.93,Fully Paid,2026-03-22 02:00:00
4300,36 months,17.43,151.03,D,10+ years,RENT,163969.0,Not Verified,debt_consolidation,42.52,0,680,86.1,Charged Off,2026-03-25 07:00:00
21000,60 months,30.5,679.42,G,< 1 year,RENT,110058.0,Not Verified,debt_consolidation,10.22,0,668,18.27,Fully Paid,2026-03-12 17:00:00
14100,60 months,8.89,281.8,A,,OWN,42000.0,Verified,credit_card,17.79,0,744,76.1,Charged Off,2026-03-29 12:00:00
10600,60 months,17.73,259.07,D,3 years,RENT,64219.0,Verified,home_improvement,12.33,1,697,81.4,Fully Paid,2026-03-26 18:00:00
34400,60 months,23.99,901.66,E,6 years,MORTGAGE,45094.0,Source Verified,debt_consolidation,22.21,0,685,86.1,Charged Off,2026-05-08 18:00:00
9800,60 months,29.03,302.36,G,9 years,MORTGAGE,73594.0,Source Verified,credit_card,7.02,0,651,33.1,Charged Off,2026-03-29 08:00:00
6700,36 months,19.38,230.23,C,9 years,RENT,123025.0,Not Verified,home_improvement,11.89,0,685,31.87,Fully Paid,2026-05-17 19:00:00
10700,36 months,14.35,344.51,B,3 years,OWN,91488.0,Verified,debt_consolidation,15.11,0,728,92.3,Fully Paid,2026-05-07 11:00:00
16400,36 months,18.31,555.03,D,,MORTGAGE,45600.0,Not Verified,debt_consolidation,7.08,0,691,66.27,Fully Paid,2026-05-13 22:00:00
5800,36 months,7.94,180.26,A,10+ years,MORTGAGE,86069.0,Source Verified,debt_consolidation,16.19,1,754,43.37,Fully Paid,2026-03-10 09:00:00
7600,60 months,16.27,164.37,C,< 1 year,OWN,41702.0,Source Verified,debt_consolidation,13.32,0,711,76.63,Fully Paid,2026-05-21 18:00:00
7700,36 months,11.18,240.15,A,10+ years,RENT,38950.0,Source Verified,credit_card,24.07,0,768,55.47,Fully Paid,2026-04-26 10:00:00
12600,60 months,24.42,326.3,E,< 1 year,RENT,44477.0,Source Verified,credit_card,16.69,0,677,70.53,Fully Paid,2026-05-21 09:00:00
11300,36 months,16.27,387.69,D,1 year,RENT,24842.0,Verified,debt_consolidation,12.97,0,688,86.97,Fully Paid,2026-04-01 10:00:00
11600,36 months,19.06,393.99,D,2 years,RENT,107300.0,Not Verified,credit_card,19.83,0,691,53.23,Fully Paid,2026-05-18 18:00:00
19500,60 months,11.83,398.48,B,3 years,RENT,46638.0,Verified,debt_consolidation,14.82,0,712,51.17,Fully Paid,2026-04-22 17:00:00
26100,60 months,10.61,562.41,B,10+ years,RENT,110400.0,Verified,credit_card,17.58,0,719,54.7,Fully Paid,2026-03-03 15:00:00
39100,36 months,18.84,1390.91,D,2 years,MORTGAGE,103033.0,Verified,debt_consolidation,29.69,1,697,59.97,Charged Off,2026-04-05 20:00:00
15200,36 months,18.71,551.12,D,2 years,RENT,29081.0,Verified,debt_consolidation,10.23,0,680,65.47,Fully Paid,2026-03-12 16:00:00
11800,36 months,19.21,401.64,D,10+ years,RENT,57196.0,Not Verified,small_business,25.45,1,714,102.53,Charged Off,2026-05-18 23:00:00
13900,36 months,10.72,443.44,C,10+ years,MORTGAGE,40781.0,Source Verified,debt_consolidation,14.23,1,728,65.1,Charged Off,2026-03-23 11:00:00
11800,36 months,9.22,370.97,A,10+ years,MORTGAGE,47533.0,Source Verified,debt_consolidation,24.77,0,751,54.23,Fully Paid,2026-03-21 22:00:00
16100,36 months,18.93,565.47,E,8 years,OWN,105612.0,Verified,debt_consolidation,13.2,0,678,48.0,Fully Paid,2026-04-19 12:00:00
22200,60 months,18.21,536.45,D,8 years,MORTGAGE,47031.0,Verified,credit_card,9.69,0,669,71.93,Fully Paid,2026-04-11 08:00:00
9200,36 months,10.06,294.96,B,9 years,MORTGAGE,12533.0,Not Verified,debt_consolidation,22.42,1,717,63.67,Fully Paid,2026-03-09 20:00:00
11000,36 months,33.45,460.66,G,3 years,OWN,36481.0,Verified,home_improvement,21.43,0,640,51.8,Charged Off,2026-05-04 16:00:00
6100,36 months,16.25,200.43,B,6 years,MORTGAGE,54704.0,Not Verified,credit_card,12.06,0,696,66.67,Fully Paid,2026-05-12 09:00:00
10100,60 months,17.36,231.67,C,10+ years,RENT,90833.0,Not Verified,home_improvement,11.7,0,695,58.13,Fully Paid,2026-05-02 06:00:00
9500,36 months,10.29,292.42,A,9 years,MORTGAGE,45783.0,Not Verified,home_improvement,5.19,0,739,58.97,Fully Paid,2026-04-25 08:00:00
31700,36 months,12.03,1023.32,C,10+ years,MORTGAGE,108442.0,Not Verified,debt_consolidation,4.13,0,721,68.67,Fully Paid,2026-04-04 20:00:00
